"Id","Hex Id","Set","Rarity","Number","Collectors Info","Unique","Title","Subtitle","Culture","Type","Race","Class","Twilight Cost","Strength","Vitality","Resistance","Minion Site Number","Ally Home Sites","Site Number","Site Arrow","Block","Background","Image","Top Icon","Top Text","Middle Icon","Middle Text","Bottom Icon","Bottom Text","Text","Lore","German Title","German Subtitle","German Text","German Lore","French Title","French Subtitle","French Text","French Lore","Italian Title","Italian Subtitle","Italian Text","Italian Lore","Spanish Title","Spanish Subtitle","Spanish Text","Spanish Lore"
100011,"4B 6A 18",0,"W",11,"0W11",1,"Éowyn","Daughter of Kings","Rohan","Companion","Man",,2,6,3,,,,,,"None","Rohan_Noun","00_100011","icon_strength","6","icon_vitality","3",,,"<keyword>Triumph -</keyword> At the start of the fellowship phase, you may make the move limit for this turn +1.","“Very fair was her face, and her long hair was like a river of gold.”","Éowyn","Tochter von Königen","<keyword>Triumph -</keyword> Zu Beginn der Gemeinschaftsphase kannst du das Bewegungslimit für diese Runde um 1 erhöhen.","“Very fair was her face, and her long hair was like a river of gold.”","Éowyn","Daughter of Kings","<keyword>Triumph -</keyword> At the start of the fellowship phase, you may make the move limit for this turn +1.","“Very fair was her face, and her long hair was like a river of gold.”","Éowyn","Daughter of Kings","<keyword>Triumph -</keyword> At the start of the fellowship phase, you may make the move limit for this turn +1.","“Very fair was her face, and her long hair was like a river of gold.”","Éowyn","Daughter of Kings","<keyword>Triumph -</keyword> At the start of the fellowship phase, you may make the move limit for this turn +1.","“Very fair was her face, and her long hair was like a river of gold.”"
100012,"4C 6A 18",0,"W",12,"0W12",0,"Army of Sauron",,"Sauron","Minion","Orc",,9,17,5,,6,,,,"None","Sauron_Noun","00_100012","icon_strength","17","icon_vitality","5","Icon_Compass",,"To play, spot a <symbol>sauron</symbol> Orc. <br><keyword>Menace -</keyword> When you play this minion make it strength +10.","""... long-armed crook-legged Orcs.  They had a red eye painted on their shields.""","Armee von Sauron",,"Entdecke einen <symbol>sauron</symbol> Ork, um die Armee von Sauron zu spielen. <br><keyword>Gefahr -</keyword> Wenn du diesen Diener spielst, gib ihm Stärke +10.","""... long-armed crook-legged Orcs.  They had a red eye painted on their shields.""","Army of Sauron",,"To play, spot a <symbol>sauron</symbol> Orc. <br><keyword>Menace -</keyword> When you play this minion make it strength +10.","""... long-armed crook-legged Orcs.  They had a red eye painted on their shields.""","Army of Sauron",,"To play, spot a <symbol>sauron</symbol> Orc. <br><keyword>Menace -</keyword> When you play this minion make it strength +10.","""... long-armed crook-legged Orcs.  They had a red eye painted on their shields.""","Army of Sauron",,"To play, spot a <symbol>sauron</symbol> Orc. <br><keyword>Menace -</keyword> When you play this minion make it strength +10.","""... long-armed crook-legged Orcs.  They had a red eye painted on their shields."""
100013,"4D 6A 18",0,"W",13,"0W13",1,"Sam","Lover of Trees","Shire","Companion","Hobbit",,2,3,4,5,,,,,"None","Shire_Noun","00_100013","icon_strength","3","icon_vitality","4",,,"<keyword>Triumph -</keyword> At the start of the fellowship phase you may remove 3 burdens. <br><keyword>Response:</keyword> If Frodo dies, make Sam the Ring-bearer (<keyword>Resistance 5</keyword>).","“‘Though you should find all barren and laid waste, there will be few gardens in Middle-earth that will bloom like your garden.'”","Sam","Naturfreund","<keyword>Triumph -</keyword> Zu Beginn der Gemeinschaftsphase darfst du 3 Lastmarken entfernen. <br><keyword>Reaktion:</keyword> Wenn Frodo stirbt, wird Sam Ringträger. (<keyword>Resistenz 5</keyword>).","“‘Though you should find all barren and laid waste, there will be few gardens in Middle-earth that will bloom like your garden.'”","Sam","Lover of Trees","<keyword>Triumph -</keyword> At the start of the fellowship phase you may remove 3 burdens. <br><keyword>Response:</keyword> If Frodo dies, make Sam the Ring-bearer (<keyword>Resistance 5</keyword>).","“‘Though you should find all barren and laid waste, there will be few gardens in Middle-earth that will bloom like your garden.'”","Sam","Lover of Trees","<keyword>Triumph -</keyword> At the start of the fellowship phase you may remove 3 burdens. <br><keyword>Response:</keyword> If Frodo dies, make Sam the Ring-bearer (<keyword>Resistance 5</keyword>).","“‘Though you should find all barren and laid waste, there will be few gardens in Middle-earth that will bloom like your garden.'”","Sam","Lover of Trees","<keyword>Triumph -</keyword> At the start of the fellowship phase you may remove 3 burdens. <br><keyword>Response:</keyword> If Frodo dies, make Sam the Ring-bearer (<keyword>Resistance 5</keyword>).","“‘Though you should find all barren and laid waste, there will be few gardens in Middle-earth that will bloom like your garden.'”"
100014,"4E 6A 18",0,"W",14,"0W14",0,"Dunlending Brawler",,"Dunland","Minion","Man",,3,9,1,,3,,,,"None","Dunland_Noun","00_100014","icon_strength","9","icon_vitality","1","Icon_Compass",,,"“...a secret folk, unfriendly to the Dúnedain, hating the Rohirrim.”","Dunland Schläger",,,,"Dunlending Brawler",,,"“...a secret folk, unfriendly to the Dúnedain, hating the Rohirrim.”","Dunlending Brawler",,,"“...a secret folk, unfriendly to the Dúnedain, hating the Rohirrim.”","Dunlending Brawler",,,"“...a secret folk, unfriendly to the Dúnedain, hating the Rohirrim.”"
100015,"4F 6A 18",0,"W",15,"0W15",1,"Gimli","Dwarven Delegate","Dwarven","Companion","Dwarf",,2,6,3,,,,,,"None","Dwarven_Noun","00_100015","icon_strength","6","icon_vitality","3",,,,"“‘The ring cannot be destroyed, Gimli, son of Gloin, by any craft that we here possess.'”","Gimli","Abgesandter der Zwerge",,,"Gimli","Dwarven Delegate",,"“‘The ring cannot be destroyed, Gimli, son of Gloin, by any craft that we here possess.'”","Gimli","Dwarven Delegate",,"“‘The ring cannot be destroyed, Gimli, son of Gloin, by any craft that we here possess.'”","Gimli","Dwarven Delegate",,"“‘The ring cannot be destroyed, Gimli, son of Gloin, by any craft that we here possess.'”"
100016,"40 6B 18",0,"W",16,"0W16",1,"Arwen","Maiden of Rivendell","Elven","Companion","Elf",,2,6,3,,,,,,"None","Elven_Noun","00_100016","icon_strength","6","icon_vitality","3",,,,"“...and she was called Undómiel, for she was the Evenstar of her people.”","Arwen","Maid von Rivendell",,,"Arwen","Maiden of Rivendell",,"“...and she was called Undómiel, for she was the Evenstar of her people.”","Arwen","Maiden of Rivendell",,"“...and she was called Undómiel, for she was the Evenstar of her people.”","Arwen","Maiden of Rivendell",,"“...and she was called Undómiel, for she was the Evenstar of her people.”"
100017,"41 6B 18",0,"W",17,"0W17",1,"Gandalf","Stormcrow","Gandalf","Companion","Wizard",,4,7,4,,,,,,"None","Gandalf_Noun","00_100017","icon_strength","7","icon_vitality","4",,,,"“His real business was far more difficult and dangerous, but the Shire-folk knew nothing about it.”","Gandalf","Sturmkrähe",,,"Gandalf","Stormcrow",,"“His real business was far more difficult and dangerous, but the Shire-folk knew nothing about it.”","Gandalf","Stormcrow",,"“His real business was far more difficult and dangerous, but the Shire-folk knew nothing about it.”","Gandalf","Stormcrow",,"“His real business was far more difficult and dangerous, but the Shire-folk knew nothing about it.”"
100018,"42 6B 18",0,"W",18,"0W18",1,"Gollum","Wretched Creature","Gollum","Minion",,,2,5,4,,3,,,,"None","Gollum_Noun","00_100018","icon_strength","5","icon_vitality","4","Icon_Compass",,,"“‘The thieves, the thieves, the filthy little thieves.'”","Gollum","Verabscheuungswürdige Kreatur",,,"Gollum","Wretched Creature",,"“‘The thieves, the thieves, the filthy little thieves.'”","Gollum","Wretched Creature",,"“‘The thieves, the thieves, the filthy little thieves.'”","Gollum","Wretched Creature",,"“‘The thieves, the thieves, the filthy little thieves.'”"
100019,"43 6B 18",0,"W",19,"0W19",1,"Boromir","Steward’s Heir","Gondor","Companion","Man",,3,7,3,,,,,,"None","Gondor_Noun","00_100019","icon_strength","7","icon_vitality","3",,,,"“...but at once, Boromir stood up, tall and proud before them.”","Boromir","Erbe des Truchsess",,,"Boromir","Steward's Heir",,"“...but at once, Boromir stood up, tall and proud before them.”","Boromir","Steward's Heir",,"“...but at once, Boromir stood up, tall and proud before them.”","Boromir","Steward's Heir",,"“...but at once, Boromir stood up, tall and proud before them.”"
100020,"44 6B 18",0,"W",20,"0W20",1,"Saruman","Many-coloured Wizard","Isengard","Minion","Wizard",,4,8,4,,4,,,,"None","Isengard_Noun","00_100020","icon_strength","8","icon_vitality","4","Icon_Compass",,,"“‘...we must have power, power to order all things as we will, for that good which only the Wise can see.'”","Saruman","Vielfarbiger Zauberer",,,"Saruman","Many-coloured Wizard",,"“‘...we must have power, power to order all things as we will, for that good which only the Wise can see.'”","Saruman","Many-coloured Wizard",,"“‘...we must have power, power to order all things as we will, for that good which only the Wise can see.'”","Saruman","Many-coloured Wizard",,"“‘...we must have power, power to order all things as we will, for that good which only the Wise can see.'”"
100021,"45 6B 18",0,"W",21,"0W21",0,"Moria Skirmishers",,"Moria","Minion","Orc",,3,8,1,,4,,,,"None","Moria_Noun","00_100021","icon_strength","8","icon_vitality","1","Icon_Compass",,,"“...a harsh laugh and the tread of many feet on the ground below.”","Moria Plänkler",,,,"Moria Skirmishers",,,"“...a harsh laugh and the tread of many feet on the ground below.”","Moria Skirmishers",,,"“...a harsh laugh and the tread of many feet on the ground below.”","Moria Skirmishers",,,"“...a harsh laugh and the tread of many feet on the ground below.”"
100022,"46 6B 18",0,"W",22,"0W22",0,"Easterling Herald",,"Raider","Minion","Man",,3,8,2,,4,,,,"None","Raider_Noun","00_100022","icon_strength","8","icon_vitality","2","Icon_Compass",,,"“...armies that had encamped before his Gate by night and now marched in to swell his mounting power.”","Herold der Ostlinge",,,,"Easterling Herald",,,"“...armies that had encamped before his Gate by night and now marched in to swell his mounting power.”","Easterling Herald",,,"“...armies that had encamped before his Gate by night and now marched in to swell his mounting power.”","Easterling Herald",,,"“...armies that had encamped before his Gate by night and now marched in to swell his mounting power.”"
100023,"47 6B 18",0,"W",23,"0W23",1,"Éomer","Forthwith Banished","Rohan","Companion","Man",,3,7,3,,,,,,"None","Rohan_Noun","00_100023","icon_strength","7","icon_vitality","3",,,,"“‘Do I hope in vain that you have been sent to me for a help in doubt and need?'”","Éomer","Der Verbannte",,,"Éomer","Forthwith Banished",,"“‘Do I hope in vain that you have been sent to me for a help in doubt and need?'”","Éomer","Forthwith Banished",,"“‘Do I hope in vain that you have been sent to me for a help in doubt and need?'”","Éomer","Forthwith Banished",,"“‘Do I hope in vain that you have been sent to me for a help in doubt and need?'”"
100024,"48 6B 18",0,"W",24,"0W24",0,"Morgul Patrol",,"Sauron","Minion","Orc",,3,9,3,,6,,,,"None","Sauron_Noun","00_100024","icon_strength","9","icon_vitality","3","Icon_Compass",,,"“‘The nameless enemy has arisen again....'”","Morgul Patrouille",,,,"Morgul Patrol",,,"“‘The nameless enemy has arisen again....'”","Morgul Patrol",,,"“‘The nameless enemy has arisen again....'”","Morgul Patrol",,,"“‘The nameless enemy has arisen again....'”"
100025,"49 6B 18",0,"W",25,"0W25",1,"Frodo","Mr. Underhill","Shire","Companion","Hobbit",,0,3,4,10,,,,,"None","Shire_Noun","00_100025","icon_strength","4","icon_vitality","4","Icon_Ringbearer","10","<keyword>Ring-bearer.</keyword>","“‘...I nearly tried on Bilbo's ring. I longed to disappear.'”","Frodo","Herr Unterberg","<keyword>Ringträger.</keyword>",,"Frodo","Mr. Underhill","<keyword>Ring-bearer.</keyword>","“‘...I nearly tried on Bilbo's ring. I longed to disappear.'”","Frodo","Mr. Underhill","<keyword>Ring-bearer.</keyword>","“‘...I nearly tried on Bilbo's ring. I longed to disappear.'”","Frodo","Mr. Underhill","<keyword>Ring-bearer.</keyword>","“‘...I nearly tried on Bilbo's ring. I longed to disappear.'”"
100026,"4A 6B 18",0,"W",26,"0W26",1,"Úlairë Toldëa","Relentless Wraith","Wraith","Minion","Nazgûl",,6,12,3,,3,,,,"None","Ringwraith_Noun","00_100026","icon_strength","12","icon_vitality","3","Icon_Compass",,,"“Soon there could be no doubt: Three or four tall black figures were standing there on the slope, looking down on them.”","Úlairë Toldëa","Unnachgiebiger Geist",,,"Úlairë Toldëa","Relentless Wraith",,"“Soon there could be no doubt: Three or four tall black figures were standing there on the slope, looking down on them.”","Úlairë Toldëa","Relentless Wraith",,"“Soon there could be no doubt: Three or four tall black figures were standing there on the slope, looking down on them.”","Úlairë Toldëa","Relentless Wraith",,"“Soon there could be no doubt: Three or four tall black figures were standing there on the slope, looking down on them.”"
100027,"4B 6B 18",0,"W",27,"0W27",0,"Far Harad Mercenary",,"Raider","Minion","Man",,5,11,3,,4,,,,"King Block","Raider_Noun","00_100027","icon_strength","11","icon_vitality","3","Icon_Compass",,"<keyword>Southron.</keyword> <br>At the start of a skirmish involving this minion, you may spot another <symbol>raider</symbol> Man and 6 companions to discard an unbound companion this minion is skirmishing.","Mount Doom™ Preview<BR> King Draft Pack","Söldner aus Weit-Harad",,"<keyword>Südländer.</keyword> <br>Zu Beginn jedes Kampfes, an dem dieser Diener beteiligt ist, darfst du 6 Gefährten und einen anderen <symbol>raider</symbol> Menschen entdecken, um einen nicht-verbundenen Gefährten, gegen den dieser Diener kämpft, abzulegen.","Mount Doom™ Preview<BR> King Draft Pack","Far Harad Mercenary",,"<keyword>Southron.</keyword> <br>At the start of a skirmish involving this minion, you may spot another <symbol>raider</symbol> Man and 6 companions to discard an unbound companion this minion is skirmishing.","Mount Doom™ Preview<BR> King Draft Pack","Far Harad Mercenary",,"<keyword>Southron.</keyword> <br>At the start of a skirmish involving this minion, you may spot another <symbol>raider</symbol> Man and 6 companions to discard an unbound companion this minion is skirmishing.","Mount Doom™ Preview<BR> King Draft Pack","Far Harad Mercenary",,"<keyword>Southron.</keyword> <br>At the start of a skirmish involving this minion, you may spot another <symbol>raider</symbol> Man and 6 companions to discard an unbound companion this minion is skirmishing.","Mount Doom™ Preview<BR> King Draft Pack"
100028,"4C 6B 18",0,"W",28,"0W28",0,"Gorgoroth Swarm",,"Sauron","Minion","Orc",,5,12,3,,5,,,,"King Block","Sauron_Noun","00_100028","icon_strength","12","icon_vitality","3","Icon_Compass",,"<keyword>Besieger.</keyword> <br>When you play this minion, you may spot another besieger and 6 companions to play a besieger from your discard pile and control a site.","Mount Doom™ Preview<BR> King Draft Pack","Gorgorothhorden",,"<keyword>Belagerer.</keyword> <br>Wenn du diesen Diener spielst, darfst du einen anderen Belagerer und 6 Gefährten entdecken, um einen Belagerer aus deinem Ablagestapel zu spielen und einen Ort zu kontrollieren.","Mount Doom™ Preview<BR> King Draft Pack","Gorgoroth Swarm",,"<keyword>Besieger.</keyword> <br>When you play this minion, you may spot another besieger and 6 companions to play a besieger from your discard pile and control a site.","Mount Doom™ Preview<BR> King Draft Pack","Gorgoroth Swarm",,"<keyword>Besieger.</keyword> <br>When you play this minion, you may spot another besieger and 6 companions to play a besieger from your discard pile and control a site.","Mount Doom™ Preview<BR> King Draft Pack","Gorgoroth Swarm",,"<keyword>Besieger.</keyword> <br>When you play this minion, you may spot another besieger and 6 companions to play a besieger from your discard pile and control a site.","Mount Doom™ Preview<BR> King Draft Pack"
100029,"4D 6B 18",0,"W",29,"0W29",1,"Easterling Pillager",,"Raider","Minion","Man",,5,11,3,,4,,,,"King Block","Raider_Noun","00_100029","icon_strength","11","icon_vitality","3","Icon_Compass",,"<keyword>Easterling.</keyword> <keyword>Fierce.</keyword> <br>When you play this minion, you may spot another Easterling to add a burden for each companion over 5.","Mount Doom™ Preview<BR> King Draft Pack","Ostling Plünderer",,"<keyword>Ostling.</keyword> <keyword>Erbittert.</keyword> <br>Du darfst einen anderen Ostling entdecken, wenn du diesen Diener spielst, um eine Lastmarke für jeden Gefährten über 5, den du entdeckst, auf den Ringträger zu legen.","Mount Doom™ Preview<BR> King Draft Pack","Easterling Pillager",,"<keyword>Easterling.</keyword> <keyword>Fierce.</keyword> <br>When you play this minion, you may spot another Easterling to add a burden for each companion over 5.","Mount Doom™ Preview<BR> King Draft Pack","Easterling Pillager",,"<keyword>Easterling.</keyword> <keyword>Fierce.</keyword> <br>When you play this minion, you may spot another Easterling to add a burden for each companion over 5.","Mount Doom™ Preview<BR> King Draft Pack","Easterling Pillager",,"<keyword>Easterling.</keyword> <keyword>Fierce.</keyword> <br>When you play this minion, you may spot another Easterling to add a burden for each companion over 5.","Mount Doom™ Preview<BR> King Draft Pack"
100030,"4E 6B 18",0,"W",30,"0W30",0,"A Shadow Rises",,"Wraith","Condition",,"Support Area",0,,,,,,,,"War of the Ring Block","Ringwraith_Verb","11_216",,,,,,,"<keyword>Maneuver:</keyword> Remove <symbol>twilight5</symbol> to make this condition a fierce <symbol>wraith</symbol> minion until the start of the regroup phase that has 10 strength and 3 vitality, and cannot bear other cards. This card is still a condition. At the start of the regroup phase, remove all tokens from here.","The Lord of the Rings Online TCG<br> Halloween Party 2004","Ein Schatten entsteht",,"<keyword>Manöver:</keyword> Verringere den Einfluss um <symbol>twilight5</symbol>, um diesen Effekt bis zu Beginn der Sammelphase zu einem erbitterten <symbol>wraith</symbol> Diener zu machen, welcher Stärke 10 und Vitalität 3 erhält, und keine anderen Karten dürfen auf ihn gespielt werden. Diese Karte ist immer noch ein Effekt. Entferne zu Beginn der Sammelphase alle Marken von dieser Karte.","The Lord of the Rings Online TCG<br> Halloween Party 2004","A Shadow Rises",,"<keyword>Maneuver:</keyword> Remove <symbol>twilight5</symbol> to make this condition a fierce <symbol>wraith</symbol> minion until the start of the regroup phase that has 10 strength and 3 vitality, and cannot bear other cards. This card is still a condition. At the start of the regroup phase, remove all tokens from here.","The Lord of the Rings Online TCG<br> Halloween Party 2004","A Shadow Rises",,"<keyword>Maneuver:</keyword> Remove <symbol>twilight5</symbol> to make this condition a fierce <symbol>wraith</symbol> minion until the start of the regroup phase that has 10 strength and 3 vitality, and cannot bear other cards. This card is still a condition. At the start of the regroup phase, remove all tokens from here.","The Lord of the Rings Online TCG<br> Halloween Party 2004","A Shadow Rises",,"<keyword>Maneuver:</keyword> Remove <symbol>twilight5</symbol> to make this condition a fierce <symbol>wraith</symbol> minion until the start of the regroup phase that has 10 strength and 3 vitality, and cannot bear other cards. This card is still a condition. At the start of the regroup phase, remove all tokens from here.","The Lord of the Rings Online TCG<br> Halloween Party 2004"
100031,"4F 6B 18",0,"W",31,"0W31",1,"Úlairë Otsëa","Seventh of the Nine Riders","Wraith","Minion","Nazgûl",,4,9,3,,3,,,,"War of the Ring Block","Ringwraith_Noun","11_224","icon_strength","9","icon_vitality","3","Icon_Compass",,"When you play Úlairë Otsëa, you may spot a companion who has X wounds to reveal the top X cards of your draw deck. Take each <symbol>wraith</symbol> card revealed this way into hand. ","The Lord of the Rings Online TCG<br> Holiday Party 2004","Úlairë Otsëa","Siebter der Neun Reiter","Wenn du Úlairë Otsëa spielst, darfst du einen Gefährten mit X Wunden entdecken, um die obersten X Karten von deinem Spieldeck aufzudecken. Nimm jede so aufgedeckte <symbol>wraith</symbol> Karte auf deine Hand.","The Lord of the Rings Online TCG<br> Holiday Party 2004","Úlairë Otsëa","Seventh of the Nine Riders","When you play Úlairë Otsëa, you may spot a companion who has X wounds to reveal the top X cards of your draw deck. Take each <symbol>wraith</symbol> card revealed this way into hand. ","The Lord of the Rings Online TCG<br> Holiday Party 2004","Úlairë Otsëa","Seventh of the Nine Riders","When you play Úlairë Otsëa, you may spot a companion who has X wounds to reveal the top X cards of your draw deck. Take each <symbol>wraith</symbol> card revealed this way into hand. ","The Lord of the Rings Online TCG<br> Holiday Party 2004","Úlairë Otsëa","Seventh of the Nine Riders","When you play Úlairë Otsëa, you may spot a companion who has X wounds to reveal the top X cards of your draw deck. Take each <symbol>wraith</symbol> card revealed this way into hand. ","The Lord of the Rings Online TCG<br> Holiday Party 2004"
100032,"40 6C 18",0,"W",32,"0W32",1,"Gandalf","Returned","Gandalf","Companion","Wizard",,4,7,4,7,,,,,"The Hunters Block","Gandalf_Noun","00_100032","icon_strength","7","icon_vitality","4","Icon_Resistance","7","When you play Gandalf (except in your starting fellowship), you may play a <symbol>gandalf</symbol> possession on him from your draw deck or discard pile.<br>Each time Gandalf wins a skirmish, you may reinforce a Free Peoples token.","Hunters Design-a-Card contest entry<br> Submitted by ""menace64""","Gandalf","Returned","When you play Gandalf (except in your starting fellowship), you may play a <symbol>gandalf</symbol> possession on him from your draw deck or discard pile.<br>Each time Gandalf wins a skirmish, you may reinforce a Free Peoples token.","Hunters Design-a-Card contest entry<br> Submitted by ""menace64""","Gandalf","Returned","When you play Gandalf (except in your starting fellowship), you may play a <symbol>gandalf</symbol> possession on him from your draw deck or discard pile.<br>Each time Gandalf wins a skirmish, you may reinforce a Free Peoples token.","Hunters Design-a-Card contest entry<br> Submitted by ""menace64""","Gandalf","Returned","When you play Gandalf (except in your starting fellowship), you may play a <symbol>gandalf</symbol> possession on him from your draw deck or discard pile.<br>Each time Gandalf wins a skirmish, you may reinforce a Free Peoples token.","Hunters Design-a-Card contest entry<br> Submitted by ""menace64""","Gandalf","Returned","When you play Gandalf (except in your starting fellowship), you may play a <symbol>gandalf</symbol> possession on him from your draw deck or discard pile.<br>Each time Gandalf wins a skirmish, you may reinforce a Free Peoples token.","Hunters Design-a-Card contest entry<br> Submitted by ""menace64"""
100033,"41 6C 18",0,"W",33,"0W33",1,"Aragorn","Heir to the Throne of Gondor","Gondor","Companion","Man",,4,8,4,8,,,,,"The Hunters Block","Gondor_Noun","00_100033","icon_strength","8","icon_vitality","4","Icon_Resistance","8","<keyword>Hunter 2.</keyword><br>While you can spot 3 Free Peoples cultures, Aragorn is defender +1.<br>While you can spot 2 Shadow cultures, Aragorn is defender +1.","Hunters Design-a-Card contest entry<br> Submitted by ""Deathbymonkeys""","Aragorn","Heir to the Throne of Gondor","<keyword>Hunter 2.</keyword><br>While you can spot 3 Free Peoples cultures, Aragorn is defender +1.<br>While you can spot 2 Shadow cultures, Aragorn is defender +1.","Hunters Design-a-Card contest entry<br> Submitted by ""Deathbymonkeys""","Aragorn","Heir to the Throne of Gondor","<keyword>Hunter 2.</keyword><br>While you can spot 3 Free Peoples cultures, Aragorn is defender +1.<br>While you can spot 2 Shadow cultures, Aragorn is defender +1.","Hunters Design-a-Card contest entry<br> Submitted by ""Deathbymonkeys""","Aragorn","Heir to the Throne of Gondor","<keyword>Hunter 2.</keyword><br>While you can spot 3 Free Peoples cultures, Aragorn is defender +1.<br>While you can spot 2 Shadow cultures, Aragorn is defender +1.","Hunters Design-a-Card contest entry<br> Submitted by ""Deathbymonkeys""","Aragorn","Heir to the Throne of Gondor","<keyword>Hunter 2.</keyword><br>While you can spot 3 Free Peoples cultures, Aragorn is defender +1.<br>While you can spot 2 Shadow cultures, Aragorn is defender +1.","Hunters Design-a-Card contest entry<br> Submitted by ""Deathbymonkeys"""
100034,"42 6C 18",0,"W",34,"0W34",1,"Gimli","Sprinter","Dwarven","Companion","Dwarf",,2,6,3,6,,,,,"The Hunters Block","Dwarven_Noun","00_100034","icon_strength","6","icon_vitality","3","Icon_Resistance","6","<keyword>Damage + 1.</keyword> <keyword>Hunter 1</keyword> (While skirmishing a non-hunter character, this character is strength +1.)<br>Each time Gimli wins a skirmish, you may add a threat to wound a minion (or wound a hunter minion twice).","Hunters Design-a-Card contest entry<br> Submitted by ""Bjearid""","Gimli","Sprinter","<keyword>Damage + 1.</keyword> <keyword>Hunter 1</keyword> (While skirmishing a non-hunter character, this character is strength +1.)<br>Each time Gimli wins a skirmish, you may add a threat to wound a minion (or wound a hunter minion twice).","Hunters Design-a-Card contest entry<br> Submitted by ""Bjearid""","Gimli","Sprinter","<keyword>Damage + 1.</keyword> <keyword>Hunter 1</keyword> (While skirmishing a non-hunter character, this character is strength +1.)<br>Each time Gimli wins a skirmish, you may add a threat to wound a minion (or wound a hunter minion twice).","Hunters Design-a-Card contest entry<br> Submitted by ""Bjearid""","Gimli","Sprinter","<keyword>Damage + 1.</keyword> <keyword>Hunter 1</keyword> (While skirmishing a non-hunter character, this character is strength +1.)<br>Each time Gimli wins a skirmish, you may add a threat to wound a minion (or wound a hunter minion twice).","Hunters Design-a-Card contest entry<br> Submitted by ""Bjearid""","Gimli","Sprinter","<keyword>Damage + 1.</keyword> <keyword>Hunter 1</keyword> (While skirmishing a non-hunter character, this character is strength +1.)<br>Each time Gimli wins a skirmish, you may add a threat to wound a minion (or wound a hunter minion twice).","Hunters Design-a-Card contest entry<br> Submitted by ""Bjearid"""
100035,"43 6C 18",0,"W",35,"0W35",1,"Lurtz","Halfling Hunter","Uruk-hai","Minion","Uruk-hai",,7,13,3,,5,,,,"The Hunters Block","Urukhai_Noun","00_100035","icon_strength","13","icon_vitality","3","Icon_Compass",,"<keyword>Archer.</keyword> <keyword>Damage +1.</keyword> <keyword>Maneuver:</keyword><br>Spot 6 companions to make Lurtz fierce until the regroup phase.<br><keyword>Assignment:</keyword> Exert Lurtz twice to assign it to an unbound companion. The Free Peoples player may exert that companion or add a burden to prevent this.","Hunters Design-a-Card contest entry<br> Submitted by ""Eomer_14""","Lurtz","Halfling Hunter","<keyword>Archer.</keyword> <keyword>Damage +1.</keyword> <keyword>Maneuver:</keyword><br>Spot 6 companions to make Lurtz fierce until the regroup phase.<br><keyword>Assignment:</keyword> Exert Lurtz twice to assign it to an unbound companion. The Free Peoples player may exert that companion or add a burden to prevent this.","Hunters Design-a-Card contest entry<br> Submitted by ""Eomer_14""","Lurtz","Halfling Hunter","<keyword>Archer.</keyword> <keyword>Damage +1.</keyword> <keyword>Maneuver:</keyword><br>Spot 6 companions to make Lurtz fierce until the regroup phase.<br><keyword>Assignment:</keyword> Exert Lurtz twice to assign it to an unbound companion. The Free Peoples player may exert that companion or add a burden to prevent this.","Hunters Design-a-Card contest entry<br> Submitted by ""Eomer_14""","Lurtz","Halfling Hunter","<keyword>Archer.</keyword> <keyword>Damage +1.</keyword> <keyword>Maneuver:</keyword><br>Spot 6 companions to make Lurtz fierce until the regroup phase.<br><keyword>Assignment:</keyword> Exert Lurtz twice to assign it to an unbound companion. The Free Peoples player may exert that companion or add a burden to prevent this.","Hunters Design-a-Card contest entry<br> Submitted by ""Eomer_14""","Lurtz","Halfling Hunter","<keyword>Archer.</keyword> <keyword>Damage +1.</keyword> <keyword>Maneuver:</keyword><br>Spot 6 companions to make Lurtz fierce until the regroup phase.<br><keyword>Assignment:</keyword> Exert Lurtz twice to assign it to an unbound companion. The Free Peoples player may exert that companion or add a burden to prevent this.","Hunters Design-a-Card contest entry<br> Submitted by ""Eomer_14"""
